condition,ROI_ID,channel,distance_reference_px,raw_mean,filtered,normalized,profile_stack_SD
UV,M4_002,Lab_a,10.59999999999988,4.2014851570129395,4.385372605478229,0.16586409189909232,0.4022422134876251
UV,M4_002,Lab_a,10.799999999999883,4.070382118225098,4.25262296519141,0.15548052334353119,0.41196972131729126
UV,M4_002,Lab_a,10.999999999999886,3.966489315032959,4.14026377288222,0.1466918789926372,0.4734368920326233
UV,M4_002,Lab_a,11.199999999999882,3.8767194747924805,4.0474478092857,0.139431890046734,0.5532982349395752
UV,M4_002,Lab_a,11.399999999999878,3.806368350982666,3.97177117471754,0.1335125254338066,0.5725687742233276
UV,M4_002,Lab_a,11.59999999999988,3.8096084594726562,3.909200367477097,0.12861828794168095,0.6313348412513733
UV,M4_002,Lab_a,11.799999999999883,3.81817626953125,3.8542399072289477,0.12431932558216852,0.7788394093513489
UV,M4_002,Lab_a,11.99999999999988,3.81510066986084,3.8003565427866484,0.12010461277780955,0.9640220403671265
UV,M4_002,Lab_a,12.199999999999875,3.8693926334381104,3.7406357567522734,0.11543330161914946,1.1467630863189697
UV,M4_002,Lab_a,12.399999999999878,3.9150710105895996,3.668571503704942,0.1097964945415142,1.2729130983352661
UV,M4_002,Lab_a,12.59999999999988,3.820481300354004,3.5788302312986144,0.10277700543193118,1.1104633808135986
UV,M4_002,Lab_a,12.799999999999876,3.7093582153320312,3.4678298379330124,0.09409464522578885,0.9900446534156799
UV,M4_002,Lab_a,12.999999999999872,3.5435118675231934,3.334011296467775,0.08362746809214607,0.9520760178565979
UV,M4_002,Lab_a,13.199999999999875,3.3307199478149414,3.1777715282236714,0.07140652089287353,0.956965982913971
UV,M4_002,Lab_a,13.399999999999878,3.094602346420288,3.001134359604653,0.0575901056780904,0.968100368976593
UV,M4_002,Lab_a,13.599999999999874,2.8740341663360596,2.807284812902574,0.04242735229287195,0.9979664087295532
UV,M4_002,Lab_a,13.79999999999987,2.6888442039489746,2.600101818517682,0.026221667508386892,0.999603807926178
UV,M4_002,Lab_a,13.999999999999872,2.450380563735962,2.383783265714573,0.009301406797941229,0.9654316306114197
UV,M4_002,Lab_a,14.199999999999875,2.1513116359710693,2.1625941014257983,-0.007999829169082501,0.8691933751106262
UV,M4_002,Lab_a,14.39999999999987,1.9062285423278809,1.9407234362199657,-0.02535437158181605,0.7536455988883972
UV,M4_002,Lab_a,14.599999999999866,1.6400562524795532,1.722230596469046,-0.04244470324336392,0.6958844661712646
UV,M4_002,Lab_a,14.79999999999987,1.4103344678878784,1.5110537422678054,-0.05896278448417653,0.6313461661338806
UV,M4_002,Lab_a,14.999999999999872,1.2268238067626953,1.3110600036098634,-0.07460613155126398,0.628985583782196
UV,M4_002,Lab_a,15.199999999999868,1.0362330675125122,1.1260806383395734,-0.08907506658188463,0.6122658252716064
UV,M4_002,Lab_a,15.399999999999864,0.8280330896377563,0.9598656579028749,-0.10207626674029353,0.542424201965332
UV,M4_002,Lab_a,15.599999999999866,0.6205174326896667,0.8158926825325092,-0.11333771540920377,0.5099066495895386
